"id","mac_prefix","vendor_short_name","vendor_full_name"
10971,"00:50:C2:00:70/36","CliveGreen","Clive Green & Co. Ltd."
10972,"00:50:C2:00:80/36","PortableAddO","Portable Add-Ons"
10973,"00:50:C2:00:90/36","Datakinetics","Datakinetics Ltd."
10974,"00:50:C2:00:A0/36","Tharsys","Tharsys"
10975,"00:50:C2:00:B0/36","IO","IO Limited"
10976,"00:50:C2:00:C0/36","Vbrick","Vbrick Systems Inc."
10977,"00:50:C2:00:D0/36","OpusTelecom","Opus Telecom Inc."
10978,"00:50:C2:00:E0/36","TTTech","TTTech"
10979,"00:50:C2:00:F0/36","XLNt","XLN-t"
10980,"00:50:C2:01:00/36","Moisture","Moisture Systems"
10981,"00:50:C2:01:10/36","BihlWiedeman","Bihl + Wiedemann GmbH"
10982,"00:50:C2:01:20/36","FlowareSyste","Floware System Solutions Ltd."
10983,"00:50:C2:01:30/36","SensysTechno","Sensys Technologies Inc."
10984,"00:50:C2:01:40/36","Canal","Canal +"
10985,"00:50:C2:01:50/36","LeroyAutomat","Leroy Automation"
10986,"00:50:C2:01:60/36","DSPDesign","DSP Design Ltd."
10987,"00:50:C2:01:70/36","HunterTechno","Hunter Technology Inc."
10988,"00:50:C2:01:80/36","CADUL","CAD-UL GmbH"
10989,"00:50:C2:01:90/36","EmtacTechnol","Emtac Technology Corp."
10990,"00:50:C2:01:A0/36","SkylakeTalix","Skylake Talix"
10991,"00:50:C2:01:B0/36","CrossProduct","Cross Products Ltd."
10992,"00:50:C2:01:C0/36","TadiranScopu","Tadiran Scopus"
10993,"00:50:C2:01:D0/36","PrincetonGam","Princeton Gamma Tech"
10994,"00:50:C2:01:E0/36","CallTechInte","CallTech International Limited"
10995,"00:50:C2:01:F0/36","KBSIndustrie","KBS Industrieelektronik GmbH"
10996,"00:50:C2:02:00/36","IconResearch","Icon Research Ltd."
10997,"00:50:C2:02:10/36","DRSTechnolog","DRS Technologies Canada Co."
10998,"00:50:C2:02:20/36","AshlingMicro","Ashling Microsystems Ltd."
10999,"00:50:C2:02:30/36","Zabacom","Zabacom, Inc."
11000,"00:50:C2:02:40/36","Ipitek","Ipitek"
11001,"00:50:C2:02:50/36","TeracomTelem","Teracom Telematica S.A"
11002,"00:50:C2:02:60/36","Abatis","Abatis Systems Corp."
11003,"00:50:C2:02:70/36","IndustrialCo","Industrial Control Links"
11004,"00:50:C2:02:80/36","Frensch","The Frensch Corporation (Pty) Ltd."
11005,"00:50:C2:02:90/36","Grossenbache","Grossenbacher Systeme AG"
11006,"00:50:C2:02:A0/36","VersaLogic","VersaLogic Corp."
11007,"00:50:C2:02:B0/36","NovaEngineer","Nova Engineering Inc."
11008,"00:50:C2:02:C0/36","NarrowbandTe","Narrowband Telecommunications"
11009,"00:50:C2:02:D0/36","Innocor","Innocor LTD"
11010,"00:50:C2:02:E0/36","TurtleMounta","Turtle Mountain Corp"
11011,"00:50:C2:02:F0/36","Sinetica","Sinetica Corp"
11012,"00:50:C2:03:00/36","LockheedMart","Lockheed Martin Tactical Defense Systems Eagan"
11013,"00:50:C2:03:10/36","Eloquence","Eloquence Ltd"
11014,"00:50:C2:03:20/36","MotionIO","MotionIO"
11015,"00:50:C2:03:30/36","DobleEnginee","Doble Engineering"
11016,"00:50:C2:03:40/36","IngBueroWKan","Ing. Buero W. Kanis GmbH"
11017,"00:50:C2:03:50/36","AlliantTechs","Alliant Techsystems, Inc."
11018,"00:50:C2:03:60/36","ArcturusNetw","Arcturus Networks Inc."
11019,"00:50:C2:03:70/36","EISM","E.I.S.M."
11020,"00:50:C2:03:80/36","EtheiraTechn","Etheira Technologies"
11021,"00:50:C2:03:90/36","ApexSignal","Apex Signal Corp"
11022,"00:50:C2:03:A0/36","PLLBElettron","PLLB Elettronica SPA"
11023,"00:50:C2:03:B0/36","VNRElectroni","VNR Electronique SA"
11024,"00:50:C2:03:C0/36","BrainBoxes","BrainBoxes Ltd"
11025,"00:50:C2:03:D0/36","ISDNGatewayT","ISDN Gateway Technology AG"
11026,"00:50:C2:03:E0/36","MSUUK","MSU UK Ltd"
11027,"00:50:C2:03:F0/36","Celotek","Celotek Corp"
11028,"00:50:C2:04:00/36","MiSPO","MiSPO Co., Ltd."
11029,"00:50:C2:04:10/36","DamlerChrysl","Damler Chrysler Rail System (Signal) AB"
11030,"00:50:C2:04:20/36","BEARSolution","B.E.A.R. Solutions (Australasia) Pty, Ltd"
11031,"00:50:C2:04:30/36","Curtis","Curtis, Inc."
11032,"00:50:C2:04:40/36","Private","Private"
11033,"00:50:C2:04:50/36","ChaseManhatt","Chase Manhattan Bank"
11034,"00:50:C2:04:60/36","Private","Private"
11035,"00:50:C2:04:70/36","BRElectronic","B. R. Electronics"
11036,"00:50:C2:04:80/36","Cybectec","Cybectec Inc."
11037,"00:50:C2:04:90/36","ComputerConc","Computer Concepts Corp"
11038,"00:50:C2:04:A0/36","TelecomAnaly","Telecom Analysis Systems, LP"
11039,"00:50:C2:04:B0/36","TecstarDemoD","Tecstar Demo Systems Division"
11040,"00:50:C2:04:C0/36","NewStandardE","New Standard Engineering NV"
11041,"00:50:C2:04:E0/36","IndustrialEl","Industrial Electronic Engineers, Inc."
11042,"00:50:C2:04:F0/36","Luma","Luma Corporation"
11043,"00:50:C2:05:00/36","Dataprobe","Dataprobe, Inc."
11044,"00:50:C2:05:10/36","JSRUltrasoni","JSR Ultrasonics"
11045,"00:50:C2:05:20/36","MayoFoundati","Mayo Foundation"
11046,"00:50:C2:05:40/36","Optionexist","Optionexist Limited"
11047,"00:50:C2:05:50/36","SanCastleTec","San Castle Technologies, Inc."
11048,"00:50:C2:05:60/36","Base2","Base 2"
11049,"00:50:C2:05:70/36","LiteF","Lite F GmBH"
11050,"00:50:C2:05:80/36","VisionResear","Vision Research, Inc."
11051,"00:50:C2:05:90/36","AustcoMarket","Austco Marketing & Service (USA) ltd."
11052,"00:50:C2:05:A0/36","Sonifex","Sonifex Ltd"
11053,"00:50:C2:05:B0/36","RadiometerMe","Radiometer Medical A/S"
11054,"00:50:C2:05:C0/36","NortelNetwor","Nortel Networks PLC (UK)"
11055,"00:50:C2:05:D0/36","IgnitusCommu","Ignitus Communications, LLC"
11056,"00:50:C2:05:E0/36","DIVA","DIVA Systems"
11057,"00:50:C2:05:F0/36","MaldenElectr","Malden Electronics Ltd"
11058,"00:50:C2:06:00/36","Private","Private"
11059,"00:50:C2:06:10/36","SimpleNetwor","Simple Network Magic Corporation"
11060,"00:50:C2:06:20/36","Private","Private"
11061,"00:50:C2:06:30/36","Ticketmaster","Ticketmaster Corp"
11062,"00:50:C2:06:40/36","Private","Private"
11063,"00:50:C2:06:50/36","CleverDevice","Clever Devices"
11064,"00:50:C2:06:60/36","Private","Private"
11065,"00:50:C2:06:70/36","RiverlinkCom","Riverlink Computers, Ltd."
11066,"00:50:C2:06:80/36","Seabridge","Seabridge"
11067,"00:50:C2:06:90/36","ECElettronic","EC Elettronica S.R.L."
11068,"00:50:C2:06:A0/36","Unimark","Unimark"
11069,"00:50:C2:06:B0/36","NCast","NCast Corporation"
11070,"00:50:C2:06:C0/36","WaveComElect","WaveCom Electronics, Inc."
11071,"00:50:C2:06:D0/36","AdvancedSign","Advanced Signal Corp."
11072,"00:50:C2:06:E0/36","AvtronManufa","Avtron Manufacturing Inc."
11073,"00:50:C2:06:F0/36","DigitalServi","Digital Services Group"
11074,"00:50:C2:07:00/36","KatchallTech","Katchall Technologies Group"
11075,"00:50:C2:07:10/36","NetVisionTel","NetVision Telecom"
11076,"00:50:C2:07:20/36","NeubergerGeb","Neuberger Gebaeudeautomation GmbH & Co."
11077,"00:50:C2:07:30/36","AlstomSignal","Alstom Signalling Ltd."
11078,"00:50:C2:07:40/36","EdgeTech","Edge Tech Co., Ltd."
11079,"00:50:C2:07:50/36","ENTTEC","ENTTEC Pty Ltd."
11080,"00:50:C2:07:60/36","LittonGuidan","Litton Guidance & Control Systems"
11081,"00:50:C2:07:70/36","SacoSmartvis","Saco Smartvision Inc."
11082,"00:50:C2:07:80/36","Reselec","Reselec AG"
11083,"00:50:C2:07:90/36","Flextel","Flextel S.p.A"
11084,"00:50:C2:07:A0/36","RadioTel","RadioTel"
11085,"00:50:C2:07:B0/36","TrikonTechno","Trikon Technologies Ltd."
11086,"00:50:C2:07:C0/36","PLLBelettron","PLLB elettronica spa"
11087,"00:50:C2:07:D0/36","CaspianNetwo","Caspian Networks"
11088,"00:50:C2:07:E0/36","JLteknik","JL-teknik"
11089,"00:50:C2:07:F0/36","Dunti","Dunti Corporation"
11090,"00:50:C2:08:00/36","Aim","Aim"
11091,"00:50:C2:08:10/36","MatuschekMes","Matuschek Messtechnik GmbH"
11092,"00:50:C2:08:20/36","GFIChronoTim","GFI Chrono Time"
11093,"00:50:C2:08:30/36","ard","ard sa"
11094,"00:50:C2:08:40/36","DIALOG4Syste","DIALOG4 System Engineering GmbH"
11095,"00:50:C2:08:50/36","Crossport","Crossport Systems"
11096,"00:50:C2:08:60/36","ValidyneEngi","Validyne Engineering Corp."
11097,"00:50:C2:08:70/36","MonitorBusin","Monitor Business Machines Ltd."
11098,"00:50:C2:08:80/36","TELINC","TELINC Corporation"
11099,"00:50:C2:08:90/36","FenwalItalia","Fenwal Italia S.P.A."
11100,"00:50:C2:08:A0/36","RisingEdgeTe","Rising Edge Technologies"
11101,"00:50:C2:08:B0/36","HYPERCHIP","HYPERCHIP Inc."
11102,"00:50:C2:08:C0/36","IPUnity","IP Unity"
11103,"00:50:C2:08:D0/36","KylinkCommun","Kylink Communications Corp."
11104,"00:50:C2:08:E0/36","Bsquare","Bsquare"
11105,"00:50:C2:08:F0/36","GeneralIndus","General Industries Argentina"
11106,"00:50:C2:09:00/36","InvensysCont","Invensys Controls Network Systems"
11107,"00:50:C2:09:10/36","StorLogic","StorLogic, Inc."
11108,"00:50:C2:09:20/36","DigitAllWorl","DigitAll World Co., Ltd"
11109,"00:50:C2:09:30/36","Korealink","Korealink"
11110,"00:50:C2:09:40/36","AnalyticalSp","Analytical Spectral Devices, Inc."
11111,"00:50:C2:09:50/36","Seatech","Seatech"
11112,"00:50:C2:09:60/36","UtronixElekt","Utronix Elektronikutreckling AB"
11113,"00:50:C2:09:70/36","IMVInvertoma","IMV Invertomatic"
11114,"00:50:C2:09:80/36","EPELIndustri","EPEL Industrial, S.A."
11115,"00:50:C2:09:90/36","CaseInformat","Case Information & Communications"
11116,"00:50:C2:09:A0/36","NBODevelopme","NBO Development Center Sekusui Chemical Co. Ltd."
11117,"00:50:C2:09:B0/36","SeffleInstru","Seffle Instrument AB"
11118,"00:50:C2:09:C0/36","RFApplicatio","RF Applications, Inc."
11119,"00:50:C2:09:D0/36","Zelpos","Zelpos"
11120,"00:50:C2:09:E0/36","InfinitecNet","Infinitec Networks, Inc."
11121,"00:50:C2:09:F0/36","MetaWaveVede","MetaWave Vedeo Systems"
11122,"00:50:C2:0A:00/36","Cynaps","Cynaps"
11123,"00:50:C2:0A:10/36","VisableGenet","Visable Genetics, Inc."
11124,"00:50:C2:0A:20/36","JägerCompute","Jäger Computergesteuerte Meßtechnik GmbH."
11125,"00:50:C2:0A:30/36","BaSyTec","BaSyTec GmbH"
11126,"00:50:C2:0A:40/36","Bounty","Bounty Systems Pty Ltd."
11127,"00:50:C2:0A:50/36","MobiltexData","Mobiltex Data Ltd."
11128,"00:50:C2:0A:60/36","Arula","Arula Systems, Inc."
11129,"00:50:C2:0A:70/36","WaterCoveNet","WaterCove Networks"
11130,"00:50:C2:0A:80/36","KaveriNetwor","Kaveri Networks"
11131,"00:50:C2:0A:90/36","RadiantNetwo","Radiant Networks Plc"
11132,"00:50:C2:0A:A0/36","LogIn","Log-In, Inc."
11133,"00:50:C2:0A:B0/36","FastwareNet","Fastware.Net, LLC"
11134,"00:50:C2:0A:C0/36","HoneywellGNO","Honeywell GNO"
11135,"00:50:C2:0A:D0/36","BMCMesssyste","BMC Messsysteme GmbH"
11136,"00:50:C2:0A:E0/36","Zarak","Zarak Systems Corp."
11137,"00:50:C2:0A:F0/36","LatusLightwo","Latus Lightworks, Inc."
11138,"00:50:C2:0B:00/36","LMITechnolog","LMI Technologies"
11139,"00:50:C2:0B:10/36","BeelineNetwo","Beeline Networks, Inc."
11140,"00:50:C2:0B:20/36","RFMicroDevic","R F Micro Devices"
11141,"00:50:C2:0B:30/36","SMX","SMX Corporation"
11142,"00:50:C2:0B:40/36","Wavefly","Wavefly Corporation"
11143,"00:50:C2:0B:50/36","ExtremeCoppe","Extreme Copper, Inc."
11144,"00:50:C2:0B:60/36","ApSecureTech","ApSecure Technologies (Canada), Inc."
11145,"00:50:C2:0B:70/36","Rymic","Rymic"
11146,"00:50:C2:0B:80/36","LANControls","LAN Controls, Inc."
11147,"00:50:C2:0B:90/36","HelmutMauell","Helmut Mauell GmbH Werk Weida"
11148,"00:50:C2:0B:A0/36","ProActive","Pro-Active"
11149,"00:50:C2:0B:B0/36","MAZet","MAZet GmbH"
11150,"00:50:C2:0B:C0/36","InfolinkSoft","Infolink Software AG"
11151,"00:50:C2:0B:D0/36","Tattile","Tattile"
11152,"00:50:C2:0B:E0/36","StellaElectr","Stella Electronics & Tagging"
11153,"00:50:C2:0B:F0/36","Private","Private"
11154,"00:50:C2:0C:00/36","Imigix","Imigix Ltd."
11155,"00:50:C2:0C:10/36","Casabyte","Casabyte"
11156,"00:50:C2:0C:20/36","AlchemySemic","Alchemy Semiconductor, Inc."
11157,"00:50:C2:0C:30/36","Tonbu","Tonbu, Inc."
11158,"00:50:C2:0C:40/36","InterEpochTe","InterEpoch Technology,INC."
11159,"00:50:C2:0C:50/36","SAIABurgessC","SAIA Burgess Controls AG"
11160,"00:50:C2:0C:60/36","AdvancedMedi","Advanced Medical Information Technologies, Inc."
11161,"00:50:C2:0C:70/36","TransCommTec","TransComm Technology System, Inc."
11162,"00:50:C2:0C:80/36","Trane","The Trane Company"
11163,"00:50:C2:0C:90/36","DSSNetworks","DSS Networks, Inc."
11164,"00:50:C2:0C:A0/36","JDRichards","J D Richards"
11165,"00:50:C2:0C:B0/36","Studiel","Studiel"
11166,"00:50:C2:0C:C0/36","AlphaMedia","AlphaMedia Co., Ltd"
11167,"00:50:C2:0C:D0/36","Linet","Linet Oy"
11168,"00:50:C2:0C:E0/36","RFLElectroni","RFL Electronics, Inc."
11169,"00:50:C2:0C:F0/36","Pcsc","Pcsc"
11170,"00:50:C2:0D:00/36","Telefrang","Telefrang AB"
11171,"00:50:C2:0D:10/36","RenaissanceN","Renaissance Networking, Inc."
11172,"00:50:C2:0D:20/36","RealWorldCom","Real World Computing Partnership"
11173,"00:50:C2:0D:30/36","LakeTechnolo","Lake Technology, Ltd."
11174,"00:50:C2:0D:40/36","Palm","Palm, Inc."
11175,"00:50:C2:0D:50/36","Zelax","Zelax"
11176,"00:50:C2:0D:60/36","IncoStartec","Inco Startec GmbH"
11177,"00:50:C2:0D:70/36","SummitAvioni","Summit Avionics, Inc."
11178,"00:50:C2:0D:80/36","CharlottesWe","Charlotte's Web Networks"
11179,"00:50:C2:0D:90/36","LoeweOpta","Loewe Opta GmbH"
11180,"00:50:C2:0D:A0/36","MotionAnalys","Motion Analysis Corp."
11181,"00:50:C2:0D:B0/36","Cyberex","Cyberex"
11182,"00:50:C2:0D:C0/36","Elbit","Elbit Systems Ltd."
11183,"00:50:C2:0D:D0/36","InterisaElec","Interisa Electronica, S.A."
11184,"00:50:C2:0D:E0/36","FrederickEng","Frederick Engineering"
11185,"00:50:C2:0D:F0/36","InnovationIn","Innovation Institute, Inc."
11186,"00:50:C2:0E:00/36","EMAC","EMAC, Inc."
11187,"00:50:C2:0E:10/36","InspirationT","Inspiration Technology P/L"
11188,"00:50:C2:0E:20/36","VisualCircui","Visual Circuits Corp."
11189,"00:50:C2:0E:30/36","Lanex","Lanex S.A."
11190,"00:50:C2:0E:40/36","CollaboTec","Collabo Tec. Co., Ltd."
11191,"00:50:C2:0E:50/36","ClearwaterNe","Clearwater Networks"
11192,"00:50:C2:0E:60/36","RouteFree","RouteFree, Inc."
11193,"00:50:C2:0E:70/36","CenturyGeoph","Century Geophysical Corp."
11194,"00:50:C2:0E:80/36","AudioDesignA","Audio Design Associates, Inc."
11195,"00:50:C2:0E:90/36","Smartmedia","Smartmedia LLC"
11196,"00:50:C2:0E:A0/36","iReady","iReady Corporation"
11197,"00:50:C2:0E:B0/36","iREZTechnolo","iREZ Technologies LLC"
11198,"00:50:C2:0E:C0/36","KeithKoep","Keith & Koep GmbH"
11199,"00:50:C2:0E:D0/36","ValleyProduc","Valley Products Corporation"
11200,"00:50:C2:0E:E0/36","IndustrialIn","Industrial Indexing Systems, Inc."
11201,"00:50:C2:0E:F0/36","MovazNetwork","Movaz Networks, Inc."
11202,"00:50:C2:0F:00/36","VHBTechnolog","VHB Technologies, Inc."
11203,"00:50:C2:0F:10/36","Steelcase","Steelcase Inc."
11204,"00:50:C2:0F:20/36","KMS","KMS Systems, Inc."
11205,"00:50:C2:0F:30/36","YoungCompute","Young Computer Co., Ltd."
11206,"00:50:C2:0F:40/36","Sysnet","Sysnet Co., Ltd."
11207,"00:50:C2:0F:50/36","SpectraTechn","Spectra Technologies Holding Co., Ltd."
11208,"00:50:C2:0F:60/36","CarlBaaselLa","Carl Baasel Lasertechnik GmbH"
11209,"00:50:C2:0F:70/36","FossNIRSyste","Foss NIRSystems, Inc."
11210,"00:50:C2:0F:80/36","TecnintHTE","Tecnint HTE SRL"
11211,"00:50:C2:0F:90/36","RavenIndustr","Raven Industries Inc."
11212,"00:50:C2:0F:A0/36","GETransporta","GE Transportation Systems"
11213,"00:50:C2:0F:B0/36","PIUSYS","PIUSYS Co., Ltd."
11214,"00:50:C2:0F:C0/36","KimmonManufa","Kimmon Manufacturing Co., Ltd."
11215,"00:50:C2:0F:D0/36","Inducomp","Inducomp Corporation"
11216,"00:50:C2:0F:E0/36","EnergyICT","Energy ICT"
11217,"00:50:C2:0F:F0/36","IPAXS","IPAXS Corporation"
11218,"00:50:C2:10:00/36","CorelatusAB","Corelatus A.B."
11219,"00:50:C2:10:10/36","LAUDElectron","LAUD Electronic Design AS"
11220,"00:50:C2:10:20/36","MillionTechD","Million Tech Development Ltd."
11221,"00:50:C2:10:30/36","GreenHillsSo","Green Hills Software, Inc."
11222,"00:50:C2:10:40/36","Adescom","Adescom Inc."
11223,"00:50:C2:10:50/36","Lumentis","Lumentis AB"
11224,"00:50:C2:10:60/36","Matsuoka","Matsuoka"
11225,"00:50:C2:10:70/36","NewHer","NewHer Systems"
11226,"00:50:C2:10:80/36","Balogh","Balogh S.A."
11227,"00:50:C2:10:90/36","ITKDrKassen","ITK Dr. Kassen GmbH"
11228,"00:50:C2:10:A0/36","Quinx","Quinx AG"
11229,"00:50:C2:10:B0/36","MarekMicro","MarekMicro GmbH"
11230,"00:50:C2:10:C0/36","PhotonicBrid","Photonic Bridges, Inc."
11231,"00:50:C2:10:D0/36","Implementa","Implementa GmbH"
11232,"00:50:C2:10:E0/36","Unipower","Unipower AB"
11233,"00:50:C2:10:F0/36","Perceptics","Perceptics Corp."
11234,"00:50:C2:11:00/36","QuesCom","QuesCom"
11235,"00:50:C2:11:10/36","Endusis","Endusis Limited"
11236,"00:50:C2:11:20/36","Compuworx","Compuworx"
11237,"00:50:C2:11:30/36","AceElectroni","Ace Electronics, Inc."
11238,"00:50:C2:11:40/36","QuestInnovat","Quest Innovations"
11239,"00:50:C2:11:50/36","Vidco","Vidco, Inc."
11240,"00:50:C2:11:60/36","DSPDesign","DSP Design, Ltd."
11241,"00:50:C2:11:70/36","Wintegra","Wintegra Ltd."
11242,"00:50:C2:11:80/36","Microbit20","Microbit 2.0 AB"
11243,"00:50:C2:11:90/36","GlobalOptoCo","Global Opto Communication Tech. Corp"
11244,"00:50:C2:11:A0/36","TeamaxessTic","Teamaxess Ticketing GmbH"
11245,"00:50:C2:11:B0/36","DigitalVisio","Digital Vision AB"
11246,"00:50:C2:11:C0/36","StoneflyNetw","Stonefly Networks"
11247,"00:50:C2:11:D0/36","DestinyNetwo","Destiny Networks, Inc."
11248,"00:50:C2:11:E0/36","VolvoCar","Volvo Car Corporation"
11249,"00:50:C2:11:F0/36","CSSIndustrie","CSS Industrie Computer GmbH"
11250,"00:50:C2:12:00/36","XStore","XStore, Inc."
11251,"00:50:C2:12:10/36","COE","COE Limited"
11252,"00:50:C2:12:20/36","Diva","Diva Systems"
11253,"00:50:C2:12:30/36","SeranoaNetwo","Seranoa Networks, Inc."
11254,"00:50:C2:12:40/36","TokaiSoft","Tokai Soft Corporation"
11255,"00:50:C2:12:50/36","Tecwings","Tecwings GmBh"
11256,"00:50:C2:12:60/36","MaxLinearHis","MaxLinear Hispania S.L.U."
11257,"00:50:C2:12:70/36","TPATrafficPa","TPA Traffic & Parking Automation BV"
11258,"00:50:C2:12:80/36","Pycon","Pycon, Inc."
11259,"00:50:C2:12:90/36","TTPCom","TTPCom Ltd."
11260,"00:50:C2:12:A0/36","SymbolicSoun","Symbolic Sound Corp."
